hour,load_kw
1,8.773938306805467
2,6.412551612830516
3,5.315393936595351
4,3.901162438782511
5,4.054815150794136
6,6.853149401467405
7,14.408274453207774
8,29.091394342365277
9,25.572419150535147
10,25.32884974901387
11,25.401286892837266
12,34.47057632037502
13,37.062429207660884
14,35.03833260283887
15,29.566777462661886
16,37.26240171399836
17,43.953438398046025
18,64.69554868650918
19,70.2197812397251
20,71.23131268699163
21,71.16438361101689
22,47.8216518745423
23,25.997952356801576
24,14.630272947111786
25,8.454871939729138
26,6.088596826396712
27,4.190591456827812
28,3.448350254678624
29,4.2125565337000594
30,7.698319214839358
31,14.857540932817319
32,26.912812097568846
33,26.68565110288042
34,25.167522383929708
35,26.294532123610768
36,32.52321324074092
37,35.23657458578304
38,31.701190710158997
39,35.39134067510186
40,34.768506114541665
41,48.702143452333964
42,62.79507338251114
43,69.30346951341056
44,84.09382830832871
45,64.90672469969277
46,47.97327854453002
47,25.535621080346672
48,14.453587271903265
49,9.12860664788753
50,7.072209045174755
51,4.935275903151097
52,3.8414905018193055
53,4.044643626571544
54,7.728258413221173
55,16.99897112269473
56,28.512599998733336
57,25.299941932137834
58,25.802915456248318
59,29.235488504258377
60,30.232456245315262
61,38.693136936484606
62,36.00785842388856
63,30.591493473231345
64,33.90964007461419
65,43.434608309464394
66,63.5611125172777
67,70.56305221020665
68,76.16569481722607
69,61.5000087193986
70,43.51140122255136
71,26.106092850020623
72,13.105362039063841
73,8.47081295839847
74,6.700685096219763
75,5.036808980374017
76,3.761118407555969
77,4.010442430648645
78,7.060879280743009
79,18.42554933462486
80,27.059403659500425
81,26.965742938760428
82,27.801217062307728
83,28.741623701241167
84,34.34647267362389
85,37.97019427723385
86,34.466218217495395
87,29.613854618007334
88,34.108311481825936
89,51.05498933571915
90,58.92039940883181
91,80.04276670390841
92,85.98420539331622
93,64.09802707741414
94,46.21053381528306
95,23.301172915689065
96,14.571062789517931
97,8.839102878806132
98,6.092538021574934
99,4.5796048897823285
100,3.7957377009650495
101,4.259933873341488
102,7.419342583903706
103,14.935136899272118
104,29.666196987491837
105,27.20091900183476
106,24.066723997124264
107,26.25162415610911
108,34.60675186443266
109,36.40294015184098
110,36.210850774261125
111,32.90022399125354
112,33.87392086338572
113,46.693743731535506
114,61.94014378547617
115,79.05132228201245
116,73.36819712361545
117,66.35924084450043
118,43.35276687325736
119,29.53019914367603
120,15.410045814445
121,10.236234482640835
122,8.803920042134926
123,6.845354955962598
124,5.266666285821149
125,5.6314224318892165
126,8.068696848841618
127,20.397738255967237
128,39.50617444600586
129,34.27910505094695
130,33.18363172540532
131,36.55770553265877
132,45.802087225652414
133,49.07005376439534
134,50.32693645480937
135,42.650948077397786
136,45.44109766256686
137,53.8312691224334
138,83.56221013115511
139,97.68466082715247
140,105.48479461547483
141,87.14803920494641
142,62.4449402403301
143,36.224667650206335
144,20.746864158803238
145,11.760203286599786
146,7.644900612230479
147,7.088131759026316
148,4.930687010125995
149,5.092579666106822
150,9.913084473876085
151,20.332097233367286
152,39.760231068996724
153,36.580269093764215
154,30.537826970956253
155,36.47766252802151
156,41.6255404086741
157,51.082143697978914
158,46.418861978141024
159,38.784821045403774
160,52.26059162631091
161,64.66487488649813
162,73.27072993910156
163,90.1852007277694
164,92.06812270072002
165,90.70602513065033
166,61.11408299743265
167,32.518070049229586
168,23.35858894511042
169,9.307493269899032
170,6.378972322308514
171,4.620672692015168
172,3.641486535483471
173,4.313415125957604
174,6.9121555401548465
175,17.411511181299627
176,29.30926315176082
177,26.41953052385935
178,24.83230593284135
179,26.871652573645786
180,35.907986120949346
181,38.21510643542095
182,30.420292894675654
183,29.651944407519892
184,33.52485721133097
185,46.89797669936037
186,60.27248370554185
187,78.09327575823698
188,83.40246309034174
189,64.6192365498004
190,45.213515735323604
191,27.990001486557272
192,14.61968609556506
193,8.689387980414443
194,6.311933638841531
195,4.400771424414277
196,4.266015733456975
197,4.065109173917211
198,7.901234892050876
199,16.97435342094682
200,26.65714927962736
201,27.45259251505971
202,24.125899256911644
203,26.540806406247796
204,32.468278911210845
205,39.137832888446695
206,38.90790076335068
207,30.659155218456288
208,38.20095731512431
209,38.37954482469794
210,62.61951572487664
211,72.94790798294991
212,86.07704871642274
213,64.53471569906392
214,50.743699651943324
215,25.57372235034168
216,14.146614997464335
217,7.981317613149572
218,6.296110639100752
219,5.0538106398027836
220,3.6339212170069457
221,4.052916058963472
222,7.036584462074222
223,16.8166813203356
224,29.689596214749308
225,27.48097139552272
226,25.015718932761683
227,27.433113151777093
228,29.315482714833056
229,39.00643500894283
230,31.98521879342716
231,30.358336111414022
232,32.304408253074044
233,49.025732310412145
234,63.63157384021868
235,64.90166341736236
236,90.91180684279463
237,72.9570206302828
238,47.1419604090497
239,26.47060974563646
240,14.242532843775901
241,7.8142265409989236
242,6.989211270703983
243,4.88630282299644
244,4.034029191923375
245,4.224596779569784
246,7.841169488050856
247,14.89929437151102
248,28.812981909949933
249,27.20641704510679
250,22.56900109704587
251,28.914573117830855
252,32.44631106282958
253,40.547446001575395
254,32.25627982045927
255,30.760804771573717
256,35.03859762951474
257,47.6546485057788
258,60.566624966341394
259,86.66823220352573
260,73.1310208101105
261,61.47035033928485
262,44.57251274865662
263,25.992511348551837
264,16.321403113491517
265,8.96333416370977
266,7.320869430546116
267,4.702714083062064
268,3.873508077979399
269,3.980264792616368
270,7.47210063646861
271,15.47955566402192
272,26.239813119145445
273,26.524035788274283
274,23.7423616139359
275,28.57008387246031
276,31.45012946868271
277,38.94627054923454
278,35.35047662914698
279,33.0675553277232
280,34.663052635769795
281,47.65043965834559
282,64.56859359145989
283,74.93956368549271
284,86.11110060948094
285,69.30036667295231
286,44.764592653993375
287,25.54886548249859
288,15.323619038912186
289,10.77161574678431
290,8.264808005111822
291,6.246846910634437
292,5.303120540257185
293,5.453208059400454
294,8.982222233490932
295,20.722556169156483
296,35.397541768089
297,37.43335237166313
298,30.299038140340013
299,32.739118112756586
300,42.59888033415318
301,49.89577795585144
302,37.90425372804289
303,37.09232125109247
304,49.54594156553556
305,56.16521624229599
306,82.11511877309997
307,92.67265623625806
308,98.21332834959453
309,80.21628169237056
310,59.21922044035843
311,35.423286645527796
312,21.067171661854353
313,10.088562852116144
314,9.25719072641012
315,6.763187725991223
316,5.250895799127055
317,5.620801334556685
318,9.054986195669688
319,21.29004051492048
320,32.64253885866945
321,34.443289802703625
322,32.630035183553794
323,36.05608116053958
324,45.85250183516601
325,56.28479939801479
326,44.080363935839515
327,33.57143617045017
328,38.65111017409337
329,58.71049063600704
330,83.61791797250197
331,97.7929095627568
332,113.32504653384913
333,85.90751865763292
334,59.26039919782938
335,34.44207114348378
336,19.88231278161168
337,9.32136662128205
338,6.272324577631585
339,4.989248646244898
340,3.8744399264999854
341,4.100759399096108
342,6.973590600999524
343,14.809378081538423
344,28.353193297982415
345,27.341370754528864
346,25.59768271377879
347,26.069749383123742
348,34.97452747581777
349,40.77420806409451
350,33.58807647753941
351,30.00743928121227
352,36.86399081156148
353,46.84064574837902
354,67.66527179151223
355,73.00822835588335
356,86.8352624697888
357,75.92143030825235
358,41.85024247769023
359,25.12667259821829
360,13.538366564792964
361,8.569157353037959
362,6.837193554769552
363,4.956683668245207
364,3.750091444620433
365,4.1015616441986955
366,7.251873850979765
367,15.642303554878247
368,25.8080899626664
369,28.077002760600315
370,24.67466053837476
371,28.740746297611807
372,34.87505004569746
373,39.32013916805788
374,33.75424992254307
375,29.263228425636342
376,38.2084573513527
377,47.2793992779846
378,58.5849179273002
379,77.32799840802483
380,84.01512627471325
381,60.73769271937287
382,44.8238420476486
383,27.103238201741128
384,15.806059067107466
385,8.093487068781394
386,6.557380925038107
387,4.658404163433658
388,3.8013703573132944
389,3.775787383916489
390,7.175506021466969
391,14.418693476280524
