hour,consumption_kw
1,0.6596637903694067
2,0.4179587914057113
3,0.45271215400225195
4,0.27524040250761245
5,0.2282468318920963
6,0.38627889644342084
7,0.7034523211803198
8,2.234930919255165
9,1.5055265620154386
10,1.2932568917990297
11,1.425565869299207
12,2.275933126163879
13,2.2188335136049124
14,2.430714582687238
15,2.382079467172705
16,2.965109618082056
17,3.1391490216891755
18,5.679728955129619
19,4.147636566760526
20,4.922878216577795
21,5.697462964067065
22,3.597349879138099
23,1.587475271582718
24,1.032991456684281
25,0.550173131361193
26,0.3962555250862536
27,0.27789956136441757
28,0.18722887440103497
29,0.23689593362104075
30,0.4966613492371294
31,0.8287725646186362
32,2.0527876217251606
33,1.7850093327644243
34,1.709350755202192
35,1.2108811730458386
36,2.3369404135113405
37,2.1651505228581187
38,1.8452578855848463
39,3.042761822186817
40,2.2493404019630097
41,4.184437643209748
42,4.485440754189437
43,5.499501995680163
44,6.135729570245153
45,5.153748415349829
46,3.7952351166698555
47,1.5779989394301766
48,0.9479357795565132
49,0.5532294596099284
50,0.5608897791238834
51,0.36794688917955903
52,0.2222828344085715
53,0.2545660872526756
54,0.5108115548446513
55,1.1442065709201754
56,2.4403688227855667
57,1.4598244131781604
58,1.4742927723368398
59,1.8945898651250463
60,2.2409503469789023
61,2.863094765040725
62,2.6731001428652155
63,2.3027006642248824
64,2.8133504661204585
65,2.9650767450494273
66,4.63603123845054
67,4.357126850008977
68,5.409200327617087
69,4.05606088649363
70,2.9838419484115986
71,1.8137374825308956
72,0.6350319142346914
73,0.5748037192699171
74,0.47630104263091433
75,0.3963197093821158
76,0.2108499001111251
77,0.2545829851799881
78,0.47431748262312706
79,1.3415031964124509
80,2.057484414304672
81,1.7956070206456851
82,1.469454446068713
83,1.645377197902861
84,2.318156285264576
85,2.7823761568166048
86,2.8073158674404124
87,1.9718349851146753
88,2.3309802453283575
89,4.407860091923443
90,4.095360559569626
91,6.285272771190153
92,6.5815141199668314
93,4.919228059131195
94,3.848881135596987
95,1.4586944198879905
96,0.8358123391803919
97,0.5681196713598585
98,0.47430903572338234
99,0.277887552335157
100,0.22871241550797425
101,0.2690749956805001
102,0.42830103708769274
103,0.9409061688884446
104,2.512998056714009
105,1.6250965809690812
106,1.633555309298222
107,1.3748406134412594
108,2.5693214231285593
109,2.598051519815239
110,2.6417127678372783
111,2.4974071459213705
112,2.664938674354374
113,3.33598650355813
114,4.535161753939508
115,5.693959553697625
116,4.926993442456399
117,5.152659408203615
118,3.774377783856099
119,2.242974061942223
120,1.1100550971243845
121,0.7432710806322045
122,0.7243906344595324
123,0.5730610763506166
124,0.37025959241897993
125,0.38998752221824423
126,0.4056192859230426
127,1.4035982850666908
128,3.387440751905139
129,2.059704278053583
130,2.115039956979057
131,2.591250431360526
132,4.164029118850862
133,3.532907490323344
134,4.082362357527692
135,2.9577165586416743
136,3.546722930673904
137,3.7875691294581166
138,8.031757555607632
139,7.869919759483317
140,8.7118006466411
141,8.072859837833228
142,5.2871134175773875
143,2.440989450755251
144,1.6407786984759885
145,0.9238314494313816
146,0.5273168866572854
147,0.6002739905816377
148,0.34163719024503475
149,0.35244520380761796
150,0.7279904592825082
151,1.6410844702830272
152,4.026001852572156
153,2.6662948665940256
154,1.7958078985292005
155,2.8995855189109205
156,2.9309616699013312
157,4.4631406940934335
158,3.908763113543434
159,2.8707594143212423
160,4.875335765211384
161,5.6751160624026955
162,5.145359651621273
163,7.246004469613738
164,5.639990997281291
165,8.420554089140559
166,5.024806310295625
167,2.4147076389275126
168,2.1189632610507845
169,0.8156911100683873
170,0.458754820280352
171,0.29294950629655214
172,0.1975688366585161
173,0.29393798532132076
174,0.4873825165212449
175,1.2229738026865193
176,2.5351870636307434
177,1.86421787729801
178,1.1889867269016234
179,1.6781581389366562
180,2.4369069351464407
181,2.76028160704546
182,2.0947819138363313
183,2.24394774073286
184,2.0181322610320214
185,3.2370283061348473
186,4.37006398517419
187,6.052945956450024
188,6.418537198382372
189,4.274381842711069
190,3.804087996965734
191,1.9511533745356748
192,0.9923697523570025
193,0.6803195787920409
194,0.3769942634863463
195,0.27018925751507494
196,0.3259528728571413
197,0.2743986143938143
198,0.4942375281799987
199,1.1719496966872676
200,2.2429929198871403
201,1.8321113938837579
202,1.5224806794137726
203,1.6244258471101154
204,2.30979058256552
205,2.4375745930254435
206,3.0002308735570544
207,2.4272027679526262
208,2.645372421099578
209,2.4826252938354405
210,4.179768848791898
211,5.020204608903603
212,6.49207787325276
213,4.525705639829829
214,4.3495774868839625
215,1.670889327401548
216,0.7111855146562058
217,0.4963692934291827
218,0.42586266253337673
219,0.4069181674924205
220,0.19312036226741916
221,0.2586253839227629
222,0.43983032785028975
223,1.313002055824401
224,2.50490713602797
225,1.5897527737300619
226,1.3714708616757239
227,1.6481584851633067
228,1.6036873195148769
229,2.7368130601460963
230,2.0747432575606886
231,1.917874292367192
232,2.2619308743054134
233,3.952342711951151
234,4.781182046541575
235,3.838838215169917
236,7.309897515521436
237,5.743466107115428
238,3.8534399046857435
239,1.8070121130399162
240,1.0380427087229056
241,0.45214693361764746
242,0.521934561519206
243,0.31718096700644066
244,0.24700715905006485
245,0.2320234637889349
246,0.5565883605090828
247,1.022309262459865
248,2.4184629062661203
249,1.903453469424336
250,1.1799850632897586
251,2.172524090093974
252,2.1603996605645754
253,3.3696948532425863
254,2.598529149485004
255,2.3984076361141713
256,2.1033458255182707
257,4.008182803615643
258,4.321810774847805
259,6.37110085613859
260,4.760461730506347
261,4.095197713776565
262,3.5746364700565496
263,1.897216711267157
264,0.9980248410655989
265,0.6485452947161902
266,0.48519709169560493
267,0.336306033720554
268,0.24937162834038828
269,0.19277418538899277
270,0.5306737967841768
271,1.0692190467363127
272,1.852742230065118
273,1.7387656182222553
274,1.3379276777768376
275,2.151393310579619
276,1.9491451596417808
277,2.5093118504977947
278,2.6805015498765945
279,2.69290235053616
280,2.479512952560632
281,3.5804119314776823
282,4.964750408528724
283,6.230432766265351
284,6.3844251370577565
285,5.860548006645516
286,3.0571673686619403
287,1.6096538917475212
288,0.8807953136434834
289,0.8471062459104823
290,0.6513059249289767
291,0.5088591416259692
292,0.40064741836456336
293,0.38600834086401903
294,0.6197574600329343
295,1.4773015210698628
296,3.1178394639814706
297,2.546822847974509
298,1.7144058413008088
299,1.9425122838770916
300,3.0085648809343604
301,3.275283180335106
302,2.7753308077950205
303,3.1807546529901267
304,4.539602265503892
305,3.9735993985074507
306,6.5938355531388515
307,8.282037834563823
308,6.698375753065035
309,5.417774861150797
310,4.862715934274429
311,2.8050746152553065
312,1.8484230476938013
313,0.6391991324414599
314,0.8326091590713013
315,0.5872462228808963
316,0.356161320347709
317,0.4237118592321309
318,0.5681307910920855
319,1.6513943871227057
320,1.9564365124946141
321,2.4106266504340894
322,2.0914781003618703
323,2.455786168186538
324,3.2949578028992805
325,4.652422567241775
326,3.5544431810607904
327,2.702152002981529
328,2.7219365003174527
329,4.639170358059789
330,7.4009362205751215
331,7.011600063448321
332,9.60962263979863
333,7.114955081732442
334,4.467413033234125
335,2.519206570348236
336,1.4704505702182347
337,0.5816093281427497
338,0.4028630172946565
339,0.39872896038217515
340,0.20079073833450817
341,0.229812046323722
342,0.5089810377370336
343,0.9390769793989017
344,2.355333322448191
345,1.7882953617718265
346,1.5009072660673373
347,1.5796182414195847
348,2.5489193892028097
349,3.227230327419986
350,2.4940229063674195
351,2.3150100145627044
352,2.981567604350286
353,3.6527845697134165
354,5.68818925452864
355,4.667243864302244
356,7.062788429260962
357,5.137769930744236
358,3.191175905169424
359,1.752667747680924
360,0.954772103719606
361,0.6236591163152138
362,0.5343855628505945
363,0.36481386826233997
364,0.23870866316416287
365,0.25001260323270186
366,0.3750711918218323
367,1.274033011398217
368,1.9747735766602228
369,1.8174891744223285
370,1.3237376650464296
371,1.645153115286685
372,2.6008206105713545
373,2.3687860168635693
374,2.6615057803227398
375,2.0859054157413577
376,3.3192928650038476
377,3.4999721890668742
378,4.033059629370246
379,5.709723424830156
380,6.048019123206156
381,4.43794083575201
382,3.282369932289684
383,1.80998594699556
384,1.153344667871759
385,0.5152826459042199
386,0.44052966280745876
387,0.3116683824997113
388,0.2314903744011652
389,0.19983011109039642
390,0.4453685253117657
391,1.025210304698121
392,2.1326353975545618
393,1.7671124002777934
394,1.4715008833022871
395,1.547921940652417
396,2.6649162073569923
397,2.7538894227649298
398,2.7429398300520047
399,2.232155925719096
400,3.502542052765302
401,3.714527700093018
402,3.6818026364004224
403,4.435162674235127
404,6.294989182687285
405,4.63484554774802
406,3.2516528872229014
407,1.828972307013502
408,1.0306583875675883
409,0.6166182021242648
410,0.6221811125409027
411,0.3552227862087134
412,0.2553980521015036
413,0.2058297788042394
414,0.4028429178509166
415,1.2911329635428868
416,2.2844584537577894
417,1.75635801367467
418,1.281588162343685
419,1.8805758582405243
420,2.3581108893972664
421,3.588323081738431
422,2.7162290335526817
423,2.4202619630725017
424,2.7771282635277346
425,3.8717173309690214
426,4.1114052627882955
427,4.546435980931891
428,4.225949604705207
429,4.51541492313973
430,3.907469666703807
431,1.4902088833373672
432,1.0834721013459745
433,0.690604387449681
434,0.5874656429906465
435,0.3309318465641937
436,0.23122424203635175
437,0.31025700952675556
438,0.4981852186847645
439,0.9584057204629214
440,2.3301627231690505
441,1.6891241373049153
442,1.4975246890766925
443,1.5715865923785504
444,2.777946406939447
445,2.573273854143435
446,2.0924084618700083
447,2.183396059824131
448,1.910403984879601
449,3.650256605557206
450,4.985752589968609
451,5.2273762107009
452,5.071751193414762
453,5.834135182664801
454,2.765521716254228
455,1.530332667807809
456,0.8362637670399331
457,0.8880944029270423
458,0.6564352454688295
459,0.4770724661540867
460,0.36348217273063804
461,0.36438694091605267
462,0.8027111188555824
463,1.960606802429191
464,1.6374428450397247
465,2.712412767595031
466,2.2860979510973736
467,2.5949846168719986
468,2.493329158976913
469,4.323955147199076
470,4.311317893022428
471,3.3894196309441065
472,3.8632924913148767
473,6.242647404270077
474,5.587320675251341
475,8.33195027784767
476,7.750283193004897
477,8.996785753552468
478,4.546524850621323
479,2.288265738410892
480,1.1343440593930185
481,0.880991598878685
482,0.5454233632284214
483,0.5283286922590775
484,0.3384710175027853
485,0.41435444626844437
486,0.7979973927865432
487,1.8793173187617749
488,2.962265210714721
489,2.595621086264118
490,2.2258912132662814
491,2.8284556077709095
492,2.6963476457560587
493,3.187749842088644
494,3.178933857657669
495,3.0488264984472986
496,4.056680079063749
497,4.694544294899959
498,7.507276172457945
499,7.186528412676006
500,7.847056929702559
501,6.452440338921175
502,4.877351203456626
503,2.730642894618485
504,1.3430646995932005
505,0.6409923257588557
506,0.41693930314180866
507,0.35189820661837545
508,0.2959907884991741
509,0.2603319139870734
510,0.3658161266546345
511,1.1486733652455263
512,1.8768681218847527
513,1.7627516797118625
514,1.3289645852782044
515,1.6730032756454019
516,2.969085791758047
517,3.125137679237937
518,2.3848088389423183
519,1.8900682936018427
520,2.3980691524637825
521,4.345119674756363
522,4.952485925629793
523,4.366774146438559
524,5.874724365412626
525,5.088916251823994
526,3.498747898655783
527,2.047029841659147
528,1.1012536926728116
529,0.7098672409895865
530,0.6037418315377967
531,0.22900364445892293
532,0.2052022314806574
533,0.2494148599829848
534,0.36888698963716127
535,1.1787182735832964
536,2.1436989013671592
537,1.6956922327626
538,1.5168559267109014
539,2.0533684313080696
540,2.5587376697444997
541,2.33804408460501
542,1.8903546482974671
543,1.7841309716857696
544,3.04008358483977
545,3.2860863308297663
546,4.125699933975284
547,5.022001922599865
548,5.716625177450809
549,5.526277969339496
550,4.377664062818958
551,1.697281271229991
552,1.0631655169213743
553,0.5170417773519871
554,0.37062059373273837
555,0.36924187226530525
556,0.2668273464382484
557,0.23857056038986516
558,0.5469053524727171
559,1.1906317947385106
560,1.8683163561144949
561,1.4286240736726061
562,1.2801945316953571
563,1.8961762854695703
564,2.2567969061693365
565,2.9543726527773253
566,2.362506176710303
567,2.3499038007147046
568,2.3834922008284907
569,3.670468585332519
570,4.940836526467794
571,5.400123676274233
572,5.569969298601186
573,6.438559561032124
574,3.0195920800457197
575,1.3910193892882032
576,1.006101130489919
