day,hour,pv_kw
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.0
1,7,0.032128234740518874
1,8,0.13341657877464091
1,9,0.2442384310240856
1,10,0.5731016465671082
1,11,0.7680002117077228
1,12,0.9022491859815772
1,13,1.016751203778643
1,14,1.021528345006244
1,15,1.073540184009847
1,16,0.7541374621708509
1,17,0.4366296317562398
1,18,0.29963343872103476
1,19,0.12252352524524751
1,20,0.030658154667119564
1,21,0.0
1,22,0.0
1,23,0.0
1,24,0.0
2,1,0.0
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.0
2,7,0.03090951224826238
2,8,0.12073925221233793
2,9,0.2679662652522056
2,10,0.5753116012521098
2,11,0.7105055725137246
2,12,0.9604215428135845
2,13,0.944430504357003
2,14,1.1488416082904103
2,15,0.9091768987713758
2,16,0.7132583031595923
2,17,0.485697490281092
2,18,0.2851361395431419
2,19,0.1241851786095396
2,20,0.02805642793125035
2,21,0.0
2,22,0.0
2,23,0.0
2,24,0.0
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.0
3,7,0.02534821023026414
3,8,0.11627157084206069
3,9,0.26523087191847633
3,10,0.454948969739155
3,11,0.7291785609334176
3,12,0.887501199961298
3,13,1.1343119684206073
3,14,1.2634951671369852
3,15,1.0505459201678045
3,16,0.7933149624866797
3,17,0.4487742601490739
3,18,0.30075746922206215
3,19,0.11209817388090382
3,20,0.0289015385594728
3,21,0.0
3,22,0.0
3,23,0.0
3,24,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
4,6,0.0
4,7,0.030010893877538344
4,8,0.12587466250724838
4,9,0.24591198619211993
4,10,0.4440918872122838
4,11,0.766275368429585
4,12,0.9123291194067512
4,13,1.0539126319030692
4,14,0.9127442264905735
4,15,0.8901293896101127
4,16,0.7430744746855358
4,17,0.47574168431077307
4,18,0.2538342032610292
4,19,0.09564356570819928
4,20,0.03780658893926401
4,21,0.0
4,22,0.0
4,23,0.0
4,24,0.0
5,1,0.0
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
5,6,0.0
5,7,0.03116539448582069
5,8,0.12474714888186755
5,9,0.2608042072257546
5,10,0.5098166213031127
5,11,0.7469833518601844
5,12,0.8731711368062796
5,13,0.9492448365416953
5,14,1.00776249775096
5,15,0.7625464647807078
5,16,0.6764281018084303
5,17,0.5402411277323497
5,18,0.23196311580466167
5,19,0.11178823318379294
5,20,0.03544695496679465
5,21,0.0
5,22,0.0
5,23,0.0
5,24,0.0
6,1,0.0
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.0
6,7,0.038700629684880805
6,8,0.10016770965433502
6,9,0.21849529549573332
6,10,0.502569409282863
6,11,0.7831827334361389
6,12,0.900456737691941
6,13,0.97025430430084
6,14,0.9876894976274897
6,15,0.9018714998243116
6,16,0.7568728506873112
6,17,0.46132782477728357
6,18,0.27279762649080536
6,19,0.1255337750229485
6,20,0.0286498399840976
6,21,0.0
6,22,0.0
6,23,0.0
6,24,0.0
7,1,0.0
7,2,0.0
7,3,0.0
7,4,0.0
7,5,0.0
7,6,0.0
7,7,0.03188261370737517
7,8,0.12010792521792694
7,9,0.2663904311300527
7,10,0.44423103012562354
7,11,0.6998048988076214
7,12,1.0033494523568443
7,13,1.0228086105573926
7,14,1.2608926896354666
7,15,0.8505771839330334
7,16,0.7170614282287227
7,17,0.45139562070696515
7,18,0.27883037841278396
7,19,0.11278289429114399
7,20,0.03043452960331652
7,21,0.0
7,22,0.0
7,23,0.0
7,24,0.0
8,1,0.0
8,2,0.0
8,3,0.0
8,4,0.0
8,5,0.0
8,6,0.0
8,7,0.030467873686979563
8,8,0.1167203955092789
8,9,0.2751653927562169
8,10,0.4706511283695668
8,11,0.7841330817556806
8,12,0.8793495320589682
8,13,1.060385925709427
8,14,1.1680588752850873
8,15,0.7089774986522437
8,16,0.6837530268524791
8,17,0.5007451642382054
8,18,0.26595403535227297
8,19,0.09787972052829805
8,20,0.029905004748518805
8,21,0.0
8,22,0.0
8,23,0.0
8,24,0.0
9,1,0.0
9,2,0.0
9,3,0.0
9,4,0.0
9,5,0.0
9,6,0.0
9,7,0.03155945937025314
9,8,0.11324281539014194
9,9,0.2791143352908613
9,10,0.49098824402611474
9,11,0.6491719582605845
9,12,1.0079516038334846
9,13,1.0680405156608916
9,14,1.0300348773106842
9,15,0.9217866785828057
9,16,0.6979826822937837
9,17,0.45035688596232054
9,18,0.2573539912481043
9,19,0.13276766672715773
9,20,0.02758811298749843
9,21,0.0
9,22,0.0
9,23,0.0
9,24,0.0
10,1,0.0
10,2,0.0
10,3,0.0
10,4,0.0
10,5,0.0
10,6,0.0
10,7,0.029637187154844882
10,8,0.13449389694172567
10,9,0.25874606803539024
10,10,0.4916020487279723
10,11,0.6906418471923101
10,12,0.869848514318339
10,13,1.015715274814562
10,14,0.9415149983250035
10,15,0.9651279497228059
10,16,0.6014714937609938
10,17,0.5185133289716315
10,18,0.29019125918927563
10,19,0.1315158193897533
10,20,0.030465651922188728
10,21,0.0
10,22,0.0
10,23,0.0
10,24,0.0
11,1,0.0
11,2,0.0
11,3,0.0
11,4,0.0
11,5,0.0
11,6,0.0
11,7,0.030135040241793587
11,8,0.10861580260356239
11,9,0.2368535191366167
11,10,0.4782948952134061
11,11,0.8754859657063908
11,12,0.9053069211189928
11,13,1.1015626292379441
11,14,1.1033718765483023
11,15,0.9004641336970006
11,16,0.7005567262526925
11,17,0.4601276661581442
11,18,0.2725826536131308
11,19,0.10997080433017177
11,20,0.03145250813528372
11,21,0.0
11,22,0.0
11,23,0.0
11,24,0.0
12,1,0.0
12,2,0.0
12,3,0.0
12,4,0.0
12,5,0.0
12,6,0.0
12,7,0.025890491749284213
12,8,0.11758863901444629
12,9,0.25751901989296416
12,10,0.5402867406959986
12,11,0.6295470569971736
12,12,1.0337215441440533
12,13,1.0313114922905215
12,14,1.2007127439952097
12,15,0.9925881110806811
12,16,0.768445340395563
12,17,0.48106272416691287
12,18,0.28612311225894377
12,19,0.1149896878361138
12,20,0.03140202576700722
12,21,0.0
12,22,0.0
12,23,0.0
12,24,0.0
13,1,0.0
13,2,0.0
13,3,0.0
13,4,0.0
13,5,0.0
13,6,0.0
13,7,0.03481180416141106
13,8,0.1442814517340587
13,9,0.25478285126925265
13,10,0.5019499668232104
13,11,0.7356979193997387
13,12,1.041940711417169
13,13,1.0181855714231718
13,14,1.0980902072902643
13,15,0.8880417141394009
13,16,0.7309869179606926
13,17,0.4262412959595758
13,18,0.23521215044911847
13,19,0.12132426869236863
13,20,0.03251397092837514
13,21,0.0
13,22,0.0
13,23,0.0
13,24,0.0
14,1,0.0
14,2,0.0
14,3,0.0
14,4,0.0
14,5,0.0
14,6,0.0
14,7,0.029732116962707868
14,8,0.13172096108655199
14,9,0.24926499559802281
14,10,0.44233840925558804
14,11,0.6553079539639686
14,12,0.699982551634531
14,13,0.864047271255021
14,14,1.03500116567202
14,15,1.0110756376544026
14,16,0.6467828377435008
14,17,0.5893233018252377
14,18,0.30574597640838397
14,19,0.13309919709058035
14,20,0.02925301546480113
14,21,0.0
14,22,0.0
14,23,0.0
14,24,0.0
15,1,0.0
15,2,0.0
15,3,0.0
15,4,0.0
15,5,0.0
15,6,0.0
15,7,0.0306121574193776
15,8,0.12309585722098416
15,9,0.2547935356173011
15,10,0.5636681112570291
15,11,0.7643202209596404
15,12,0.8737815350339925
15,13,1.0483286394427964
15,14,1.182656814571062
15,15,0.8723562888741504
15,16,0.7358324703683014
15,17,0.39320569502233843
15,18,0.23589131763314294
15,19,0.09299206587675225
15,20,0.02714485388650087
15,21,0.0
15,22,0.0
15,23,0.0
15,24,0.0
16,1,0.0
16,2,0.0
16,3,0.0
16,4,0.0
16,5,0.0
16,6,0.0
16,7,0.0319872092004233
16,8,0.1469287844867659
16,9,0.26745011187042816
16,10,0.4729877771434921
16,11,0.7523566115023358
16,12,0.874679330021471
16,13,1.055298112752319
16,14,1.02165186824786
16,15,0.8074433103351393
16,16,0.8257429391039941
16,17,0.49295806486017235
16,18,0.22477652530114417
16,19,0.11207449095284507
16,20,0.02406286167749776
16,21,0.0
16,22,0.0
16,23,0.0
16,24,0.0
17,1,0.0
17,2,0.0
17,3,0.0
17,4,0.0
17,5,0.0
17,6,0.0
17,7,0.0334848176617222
17,8,0.12544211637865677
17,9,0.26525733769543414
17,10,0.49571050253536786
17,11,0.7363666861374549
17,12,0.8669034159789896
17,13,1.051381275296476
17,14,0.9746932735010383
17,15,0.9372075890606065
17,16,0.6962635619318303
17,17,0.5384855656632588
17,18,0.3101180971625086
17,19,0.11237499184107524
17,20,0.030079284467974865
17,21,0.0
17,22,0.0
17,23,0.0
17,24,0.0
18,1,0.0
18,2,0.0
18,3,0.0
18,4,0.0
18,5,0.0
18,6,0.0
18,7,0.025599077963287916
18,8,0.11981161636335105
18,9,0.26163094707132
18,10,0.4962089156216699
18,11,0.7443788362444878
18,12,1.015966005174154
18,13,0.9469712939895295
18,14,1.3447005921617634
18,15,1.1201171104597178
18,16,0.6138417542147461
18,17,0.4959735752374345
18,18,0.3294291154180091
18,19,0.12487776571313962
18,20,0.026896661441106702
18,21,0.0
18,22,0.0
18,23,0.0
18,24,0.0
19,1,0.0
19,2,0.0
19,3,0.0
19,4,0.0
19,5,0.0
19,6,0.0
19,7,0.0342618918391033
19,8,0.13074051883195187
19,9,0.28979581032662677
19,10,0.5222089261262759
19,11,0.6993384779944025
19,12,0.8128652368436774
19,13,1.0832037221336197
19,14,1.2448456645386945
19,15,0.9800005555109711
19,16,0.7437980457802736
19,17,0.6031859870499091
19,18,0.27410744954286864
19,19,0.11431145299512877
19,20,0.030572998271326184
19,21,0.0
19,22,0.0
19,23,0.0
19,24,0.0
20,1,0.0
20,2,0.0
20,3,0.0
20,4,0.0
20,5,0.0
20,6,0.0
20,7,0.03397544460723363
20,8,0.1117426587452849
20,9,0.21852354248851544
20,10,0.4839409980763294
20,11,0.6703196770111884
20,12,1.070764840947863
20,13,1.1636263708580386
20,14,0.9093182945565005
20,15,0.784188459998516
20,16,0.7638964158015595
20,17,0.5433027462245933
20,18,0.26583295171175275
20,19,0.12680578862394942
20,20,0.03437220643977894
20,21,0.0
20,22,0.0
20,23,0.0
20,24,0.0
21,1,0.0
21,2,0.0
21,3,0.0
21,4,0.0
21,5,0.0
21,6,0.0
21,7,0.03108845152114636
21,8,0.10669368506483226
21,9,0.24098271309456432
21,10,0.5034320612183882
21,11,0.7021998374722257
21,12,0.9479934770845923
21,13,1.1021760350385161
21,14,1.2376466635409187
21,15,0.8048585231929622
21,16,0.756735121898332
21,17,0.5218590534002906
21,18,0.2334882307281332
21,19,0.10347413578624984
21,20,0.031175740005589588
21,21,0.0
21,22,0.0
21,23,0.0
21,24,0.0
22,1,0.0
22,2,0.0
22,3,0.0
22,4,0.0
22,5,0.0
22,6,0.0
22,7,0.029849933254084388
22,8,0.09376799325653859
22,9,0.2913209621279405
22,10,0.458078304571621
22,11,0.7657405172429901
22,12,0.9268407691130689
22,13,1.1127471245550096
22,14,0.8577290655883153
22,15,0.8338710307254951
22,16,0.7462028314697525
22,17,0.5207169912190647
22,18,0.25982292669921875
22,19,0.14056860064073534
22,20,0.03147261696763778
22,21,0.0
22,22,0.0
22,23,0.0
22,24,0.0
23,1,0.0
23,2,0.0
23,3,0.0
23,4,0.0
23,5,0.0
23,6,0.0
23,7,0.029915514712734445
23,8,0.10088970186334902
23,9,0.2397850728482406
23,10,0.43645468871746673
23,11,0.7854106810588292
23,12,0.8369170488266172
23,13,0.9110239713397287
23,14,0.8513057485425471
23,15,0.9028587980073282
23,16,0.736104527581367
23,17,0.4450456973451125
23,18,0.26216240395919344
23,19,0.10493396014446008
23,20,0.03276301716427814
23,21,0.0
23,22,0.0
23,23,0.0
23,24,0.0
24,1,0.0
24,2,0.0
24,3,0.0
24,4,0.0
24,5,0.0
24,6,0.0
24,7,0.03635295783120208
24,8,0.1235208639410097
24,9,0.2458434953591639
24,10,0.4194773727556641
24,11,0.832744314557606
24,12,0.8230813580629613
24,13,0.9236279806203579
24,14,1.0414433327092785
24,15,0.9970326318712277
24,16,0.7523471940761123
24,17,0.5063749373246308
24,18,0.2670105688817998
24,19,0.09279408978466898
24,20,0.02851202742136929
24,21,0.0
24,22,0.0
24,23,0.0
24,24,0.0
25,1,0.0
25,2,0.0
25,3,0.0
25,4,0.0
25,5,0.0
25,6,0.0
25,7,0.03047310609232386
25,8,0.14212271051992684
25,9,0.24894563983767287
25,10,0.5004761469646863
25,11,0.6287096760052402
25,12,0.9986066694374115
25,13,1.0163535719473156
25,14,1.102302379809971
25,15,0.7572727620294981
25,16,0.7290234697449541
25,17,0.6040272736005845
25,18,0.27686607955992343
25,19,0.11432959881125197
25,20,0.026667512873593514
25,21,0.0
25,22,0.0
25,23,0.0
25,24,0.0
26,1,0.0
26,2,0.0
26,3,0.0
26,4,0.0
26,5,0.0
26,6,0.0
26,7,0.03295574543020062
26,8,0.11559006492294169
26,9,0.2484100201887675
26,10,0.48110856190445417
26,11,0.686428367718994
26,12,0.9485138373167019
26,13,1.2318973370236561
26,14,1.0487623711278038
26,15,0.955628022927634
26,16,0.8356771679003461
26,17,0.473100106292001
26,18,0.2909843804291473
26,19,0.10745415543470745
26,20,0.03141358444271327
26,21,0.0
26,22,0.0
26,23,0.0
26,24,0.0
27,1,0.0
27,2,0.0
27,3,0.0
27,4,0.0
27,5,0.0
27,6,0.0
27,7,0.02435701854520084
27,8,0.10961814527031777
27,9,0.25798687160234396
27,10,0.4598178725185377
27,11,0.684552125579909
27,12,0.8006547192174213
27,13,0.7885325796725489
27,14,0.9007198487339586
27,15,0.9377098031189621
27,16,0.7395343717225599
27,17,0.475750250356984
27,18,0.23847486387483025
27,19,0.11841718851556185
27,20,0.030261610620036666
27,21,0.0
27,22,0.0
27,23,0.0
27,24,0.0
28,1,0.0
28,2,0.0
28,3,0.0
28,4,0.0
28,5,0.0
28,6,0.0
28,7,0.03458976209407635
28,8,0.11253521479236865
28,9,0.23311655213853122
28,10,0.40984141057885004
28,11,0.6553477111961198
28,12,1.0260550075959147
28,13,0.8459452822835419
28,14,1.0886143981186218
28,15,0.8176865011034861
