hour,consumption_kw
1,0.41560876896267185
2,0.3496354731656477
3,0.22051110411055383
4,0.1775664533266766
5,0.2041615076729808
6,0.3597363476526122
7,0.9673401095048703
8,1.1977458628434174
9,1.4269184347441988
10,1.321285958878164
11,1.405700910419391
12,1.6085973742750104
13,2.063852543889353
14,1.4929112601823205
15,1.2426295154098002
16,1.820276487779607
17,2.059330615584695
18,2.800203219952996
19,3.353205045169722
20,2.7151575773213485
21,3.0441794677666647
22,2.317404204826585
23,1.1591176628811612
24,0.6635680108440395
25,0.4577435539267539
26,0.3156489080670846
27,0.23563347770233348
28,0.158719809615742
29,0.17582121565638573
30,0.35428488459835034
31,0.7643701424082925
32,0.9817970523741832
33,1.182265479402172
34,1.1494979449481793
35,1.368954242951923
36,1.572563330948911
37,1.763041057298212
38,1.7143723911589133
39,1.295592782162918
40,1.747911471928264
41,2.365542104874945
42,3.2151233756186097
43,2.6156822187245066
44,4.44109637370378
45,2.0475873653122734
46,2.0851385631458936
47,1.4498443804859038
48,0.7358159660913957
49,0.44042647578026317
50,0.31282321248464806
51,0.21432784329494498
52,0.17634340241836965
53,0.17554413861747434
54,0.37263795099894276
55,0.8787667238878802
56,1.0359497669173092
57,1.4401958156231873
58,1.1953507275471071
59,1.5408326410322772
60,1.4195077924019073
61,1.7510718622979138
62,1.6791446343124714
63,1.5569376289342747
64,1.488314443912982
65,2.107161754003524
66,2.7270650978845823
67,3.123129671917231
68,4.121133879172766
69,3.095189853602316
70,2.089043511425807
71,1.025666148975233
72,0.6570214743413813
73,0.40905258375577164
74,0.32165871055612366
75,0.24388536815500722
76,0.16556479601155216
77,0.19800533518212252
78,0.2752898086155528
79,0.8912825336315348
80,1.151372961244868
81,1.3035807888197295
82,1.2944477810758899
83,1.4406689965272033
84,1.7886214524019075
85,1.7613610062471226
86,1.565497317107551
87,1.7180144874134033
88,1.7176506084711105
89,2.1200697699099496
90,2.261552150385447
91,2.9332969693710136
92,4.472515980540478
93,3.1245525815582873
94,1.8084621963518386
95,1.0672178723825634
96,0.7837913499588294
97,0.4071694443649136
98,0.23506067342294987
99,0.24185447915023237
100,0.18864076194549745
101,0.2072768473699096
102,0.285948909258733
103,0.7816676516721661
104,1.195158931858825
105,1.3204020255227489
106,0.9959420460358012
107,1.411243073903652
108,1.6050156330821563
109,1.6059404454630326
110,1.766722123264851
111,1.4899533199893285
112,1.4425300293950787
113,1.9001012831507553
114,2.8822272002525673
115,3.1328339227706974
116,3.651616190088104
117,2.751959024979471
118,1.9317844401246616
119,1.186982112994697
120,0.7538745474275957
121,0.45606236919369497
122,0.4384673733704504
123,0.3079101451666575
124,0.22873530188069505
125,0.23179180652609457
126,0.41427874070780596
127,1.102959656678253
128,1.326986184304638
129,1.6436564049334388
130,1.5542074241543675
131,1.9847202591482498
132,2.386949565135755
133,2.467882567386156
134,2.541086097081815
135,2.4679867261552446
136,2.008975825667591
137,2.5601759718388477
138,3.2413592054179343
139,3.993663616680192
140,5.009419893992447
141,3.1463976421475524
142,3.032671518928835
143,1.8331950030504034
144,0.8398783530323428
145,0.533553750506581
146,0.410696015487748
147,0.2845928444018154
148,0.2250023441988546
149,0.17938774057018017
150,0.42126778696411227
